1,A
2,A
3,A
6,A
8,A
11,A
12,A
13,A
14,A
16,A
21,A
24,A
25,A
27,A
29,A
30,A
31,A
33,A
34,A
36,A
37,A
38,A
39,A
4,B
5,B
7,B
9,B
10,B
15,B
17,B
18,B
19,B
20,B
22,B
23,B
26,B
28,B
32,B
35,B
40,B
